songid,song_title,artist_name,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,category
7rbCL7W893Zonbfnevku5s,I Need My Girl,The National,70,0.523,0.438,0,-11.49,0.0356,0.867,0.0723,0.123,0.104,126.028,4,Mood
71EHOyEOhNx1SzTebRRyng,Weak,SWV,66,0.693,0.533,2,-10.954,0.0402,0.107,0.0,0.0695,0.571,127.661,4,Mood
5OQO6NEs89flntUWPtXUiG,Steelo,702,55,0.772,0.736,8,-8.19,0.145,0.113,0.00189,0.101,0.638,91.008,4,Mood
2oVFNRsHg2gofrzDylZU0j,Where Cowboys Ride,Sarah Darling,51,0.405,0.374,10,-10.118,0.0339,0.659,4.1e-05,0.103,0.186,82.302,4,Mood
2zNxzaI056ifKPPT3TCcfc,Colorado Girl,Various Artists,24,0.331,0.277,2,-14.647,0.0324,0.923,0.0037,0.236,0.316,171.89,4,Mood
23EkfwUdsRIz7jAZIcC8gb,Stay A Little Longer,Brothers Osborne,66,0.556,0.879,6,-5.301,0.0296,0.0356,0.121,0.159,0.545,96.986,4,Mood
03lm0budvLeN51ri2W0eRJ,My Oak,Jeff Bright Jr,61,0.508,0.0182,7,-19.991,0.0469,0.973,0.906,0.112,0.276,71.952,5,Mood
6OBl3esnGuz8PllwDWinWS,Whats Good,Fenne Lily,60,0.542,0.0957,8,-14.518,0.0404,0.935,6e-06,0.182,0.251,134.739,4,Mood
03fT3OHB9KyMtGMt2zwqCT,Play It Again,Luke Bryan,76,0.51,0.898,11,-3.15,0.0696,0.0832,0.0,0.071,0.595,144.056,4,Mood
57qDrii9hKdRTOcLDeI9EH,Dive,Sundial,42,0.601,0.653,11,-6.766,0.0667,0.47,0.0,0.185,0.497,115.084,4,Mood
3a6enSby0Rw9mrRPKDvqEL,Simple Beauty,Martin Fox,61,0.538,0.0148,0,-21.967,0.0856,0.994,0.929,0.102,0.299,70.826,3,Mood
3zSCNTXI7Ed0PiidZVmzIe,Ignition (Remix),R. Kelly,78,0.778,0.549,1,-6.144,0.0473,0.0549,0.0,0.0724,0.811,133.041,4,Mood
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,80,0.485,0.619,5,-7.115,0.0289,0.0941,3e-06,0.109,0.424,138.017,4,Mood
0sZfuG1rArPovx9CdZ40vZ,Mistakes,Tove Styrke,76,0.678,0.607,0,-7.19,0.075,0.174,0.0,0.0788,0.445,91.973,4,Mood
5A0aUvnfAEcmUx3hoXjI8R,Im So Into You,SWV,61,0.85,0.513,7,-10.663,0.0513,0.0624,0.00249,0.0689,0.614,99.01,4,Mood
65JemFi7O8Tfj35WJitEa8,Motor Psico,Diego Lorenzini,53,0.809,0.38,7,-12.277,0.0384,0.874,0.237,0.416,0.839,99.991,4,Mood
3re97KCFI7Lt6pRfxdC8KL,Show Me (feat. Madison Ryann Ward),John Splithoff,74,0.789,0.599,6,-7.267,0.039,0.124,1e-06,0.176,0.696,124.017,4,Mood
35vgmYH6MmwtnyR47bqIbR,You Beat Me To The Punch,Various Artists,51,0.84,0.452,11,-12.507,0.0529,0.736,2e-06,0.126,0.964,114.249,4,Mood
1idjvenidUlcO6e7rsqo9P,The Morning Song,Drew Holcomb & The Neighbors,55,0.598,0.461,11,-8.895,0.026,0.274,0.000651,0.0899,0.414,83.931,4,Mood
3L5JCkhuFHTJfq3ItzKg3H,Mi Sueño,Esteban Copete y su Kinteto Pacifico,55,0.513,0.538,9,-7.704,0.0336,0.435,0.0,0.125,0.757,169.997,4,Mood
0uwPKxXPXVAwqbz21XhUet,The Diary,Relajar,66,0.524,0.0244,0,-26.099,0.0373,0.99,0.899,0.138,0.133,128.085,4,Mood
7dYXMe7VAmmkKDyGByUOfM,Continuum,Tycho,60,0.353,0.481,3,-17.469,0.0573,0.631,0.871,0.113,0.191,138.086,4,Mood
1MwdkGVOmlOEj13DBQHPuJ,Carry You,Novo Amor,34,0.334,0.397,7,-7.993,0.0283,0.558,0.0781,0.126,0.0355,92.291,4,Mood
73xaHditQrP92Sia1pVvom,Berceuse,Lo Mimieux,70,0.379,0.198,10,-16.388,0.0457,0.991,0.909,0.123,0.213,137.736,4,Mood
0Q6mb7Fu5AYjrDJRscDDt9,Its Gonna Rain,Kelly Price,53,0.544,0.486,6,-7.511,0.0569,0.46,0.0,0.0604,0.526,132.221,4,Mood
5zQyqgNXKzhifkivumzxDS,My Girl - Remastered Mono,Otis Redding,66,0.74,0.322,0,-9.26,0.0399,0.551,0.000763,0.17,0.6,102.889,4,Mood
1auZjdMiur46i4UmHYJmcw,Meteorite - TIEKS Remix,Years & Years,51,0.655,0.538,9,-8.435,0.0378,0.000803,0.0167,0.0332,0.702,119.991,4,Mood
3Hp3C1RbT32Wco0dFCpz5O,All Cried Out (Re-recorded / Remastered),Allure,42,0.584,0.63,1,-6.125,0.0288,0.363,0.00119,0.163,0.228,139.987,4,Mood
2E4ihf8Y46rjHhjbt4qngy,Portrait,Jimmy Wahlsteen,52,0.693,0.535,2,-9.278,0.0415,0.853,0.848,0.0962,0.643,128.977,4,Mood
00o4GuYe2ZbyEtrjqiik58,Dance on the Mountain (Alternate Mix),Amber Maya,61,0.55,0.297,3,-13.394,0.0289,0.633,1e-06,0.102,0.24,91.911,4,Mood
7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,99,0.52,0.761,4,-3.093,0.0853,0.256,5e-06,0.17,0.266,141.971,4,Mood
4gFakkHz0RjUrbf9Ufilb7,Into The Sun - EP Version,Sons Of The East,66,0.585,0.348,11,-10.268,0.0361,0.585,7.5e-05,0.101,0.0949,109.97,4,Mood
6mVndIOMk620iAtXeMi4kW,Old Now,Rosemary & Garlic,66,0.49,0.404,5,-13.308,0.0278,0.82,0.245,0.122,0.272,140.053,3,Mood
0ftwjwIcBgWgsKFU6yjeHW,Midnattsdans,Benny Andersson,51,0.498,0.0499,5,-24.144,0.0469,0.991,0.933,0.0872,0.262,72.556,4,Mood
5wl32jJoBEyWUaDOtJVoMo,Friend Of Mine (feat. Vargas & Lagola),Avicii,74,0.704,0.705,7,-4.407,0.0553,0.0156,0.00252,0.0688,0.618,109.973,4,Mood
5ita5p8yV0UbQNuCXNZQgM,Higher Love,James Vincent McMorrow,25,0.373,0.114,5,-17.951,0.0476,0.964,0.000498,0.111,0.171,127.545,1,Mood
1s7UcC1RY8w1DJMry3ETYD,Every Man Is a Warrior,Lena Fayre,43,0.367,0.441,5,-13.357,0.0533,0.42,0.0158,0.0787,0.259,88.491,4,Mood
3G5lP98wbMReQux50qeCTa,Long Ago & Far Away,Christopher Colman,60,0.676,0.00583,10,-31.265,0.0779,0.995,0.97,0.0937,0.171,80.038,4,Mood
7tsRp7QKUBp6hc9bth0h7x,Dont Walk Away,Jade,60,0.831,0.915,10,-7.501,0.128,0.147,0.00571,0.196,0.887,102.979,4,Mood
3axZhjWYerBhaovH5MlkTZ,Make Me Yours,Bettye Swann,56,0.711,0.492,3,-8.119,0.0325,0.454,1.5e-05,0.126,0.865,107.917,4,Mood
0RE8WWlaCQM6M4XHUK3u7b,Home Alone Tonight,Luke Bryan,67,0.498,0.968,8,-1.18,0.113,0.076,0.0,0.0947,0.514,161.989,4,Mood
6oNZ0WxqptE7V0qpjtyJ4a,Falls (feat. Sasha Sloan),ODESZA,74,0.294,0.697,6,-6.029,0.128,0.0398,0.00011,0.136,0.173,160.566,4,Mood
0IbrXdAcOPb7BCQqK9NqBh,Burning Ground,Brandon Jenner,63,0.541,0.39,7,-10.913,0.0256,0.807,0.00673,0.158,0.149,97.822,4,Mood
7GXO38sbsOtZcL4C2HCEMa,Upside Down,Sickly,63,0.585,0.666,11,-8.17,0.395,0.127,0.0737,0.0644,0.148,160.17,4,Mood
0cbQXCWA8A17cZ9gm158Pz,Last Dance,Rhys,71,0.61,0.742,2,-4.485,0.0585,0.195,7e-06,0.0782,0.339,103.894,4,Mood
74R1iw56aKImD1msCZX9Cn,Aint Always Pretty,Logan Mize,49,0.56,0.78,1,-5.164,0.0459,0.186,0.0,0.364,0.466,160.052,4,Mood
6PgVDY8GTkxF3GmhVGPzoB,"Hold On, Im Comin - LP/Single Version",Sam & Dave,68,0.803,0.338,6,-14.029,0.0349,0.196,0.038,0.097,0.902,106.841,4,Mood
5FAK7GY5W3PUBPLkJ6R2wq,Rewind,Louis Futon,57,0.693,0.664,7,-5.352,0.0793,0.206,0.0,0.124,0.557,96.13,4,Mood
1OwHOfTeJkdRhdqq93y2XV,Need The Sun To Break,James Bay,69,0.539,0.493,2,-8.161,0.0323,0.108,2e-06,0.336,0.304,152.03,4,Mood
74ODGXs4byLTRdnKGM4s6E,Super Far,LANY,84,0.754,0.458,8,-6.852,0.144,0.105,0.0,0.249,0.484,96.011,4,Mood
69STbgcTufpUCM24mQIcKY,Hold It Together (feat. Willy Beaman),Nico & Vinz,64,0.432,0.529,11,-5.221,0.0573,0.593,0.0,0.0974,0.397,86.865,4,Mood
5EjG2jgzovOhN3OzWCcbdu,Gravity,Leo Stannard,68,0.787,0.423,1,-5.313,0.0428,0.509,0.0,0.108,0.526,95.068,4,Mood
273wFCi6Qlu8zt7T8372vS,Far Too Good,John Smith,57,0.825,0.324,4,-11.399,0.032,0.83,9.5e-05,0.115,0.556,97.019,4,Mood
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,97,0.798,0.539,1,-6.351,0.0421,0.199,1.7e-05,0.165,0.41,136.949,4,Mood
1XazlqB4YAtvouCmJPWXlM,Wanna Be That Song,Brett Eldredge,71,0.518,0.686,9,-4.911,0.0313,0.114,0.0,0.114,0.319,144.065,4,Mood
7zTNJo2Li25pRvbRqtmBJY,Sane,Fear of Men,39,0.437,0.268,0,-14.363,0.0362,0.707,0.132,0.107,0.0391,148.051,4,Mood
2idTnDVMIFBqdoHodX8WQc,Look At Us Now,Lost Kings,70,0.637,0.851,11,-3.501,0.0433,0.00211,0.0012,0.161,0.396,132.929,4,Mood
4BdGO1CaObRD4La9l5Zanz,Sit Next to Me,Foster The People,71,0.638,0.738,6,-4.976,0.0292,0.117,0.000384,0.689,0.65,97.021,4,Mood
28as0lgulKikhNu8TZeb66,Run of Good Luck,Rob Baird,53,0.544,0.166,6,-12.926,0.0347,0.701,3e-06,0.106,0.297,130.507,4,Mood
70T02kM8TDzHsBycd6iDRf,Hallelujah,Noah Kahan,60,0.643,0.57,4,-6.579,0.027,0.482,1e-06,0.105,0.309,106.977,4,Mood
2M5qth30iBEU1DwurvxaAE,Adieu,What So Not,62,0.518,0.531,4,-9.296,0.0334,0.177,0.00241,0.0674,0.159,144.097,4,Mood
3fthfkkvy9av3q3uAGVf7U,Shake It Off,Taylor Swift,65,0.65,0.795,7,-5.334,0.187,0.0592,0.0,0.136,0.936,160.04,4,Mood
5Bkib0XUhVqvADQoJaRoWN,Dont Go Breaking My Heart,Elton John,63,0.729,0.846,5,-8.841,0.0358,0.173,2e-06,0.0811,0.74,131.472,4,Mood
57MRdGJYqG7yqBeApkc25e,Why Dont You Come On,DJDS,20,0.67,0.677,1,-5.554,0.0664,0.0771,0.0,0.188,0.348,128.088,4,Mood
4chgBnYTuTMTytBrNhO6IO,Fuck They,Sofi Tukker,67,0.837,0.58,7,-9.367,0.108,0.0793,0.00122,0.667,0.717,126.973,4,Mood
1TKlBK9cSrM5u4CiL4SETS,Talladega,Eric Church,72,0.584,0.672,1,-8.309,0.0294,0.0538,0.0481,0.0885,0.56,144.0,4,Mood
6jKbDMEDQgctaEyH3tktNP,Casual - Felon Remix,Alex Adair,50,0.801,0.673,0,-6.084,0.0363,0.000351,0.0174,0.202,0.324,123.023,4,Mood
1iPWXMClLL4AZtBuMD0lh3,OK - Ofenbach Remix,Robin Schulz,61,0.779,0.763,7,-6.539,0.0464,0.129,1e-06,0.244,0.523,123.012,4,Mood
2Z368ZCgUfv7tZYAGWGXLM,Mine Would Be You,Blake Shelton,61,0.572,0.529,0,-6.897,0.0282,0.146,0.0,0.335,0.332,139.876,4,Mood
4yxL6eoSsZ04lN0VezKgcr,Concrete Jungle - Acoustic,Au/Ra,69,0.589,0.467,6,-8.179,0.031,0.761,0.0,0.0847,0.582,165.908,4,Mood
3vI5AzbPh1HFDdGs1dDQeR,She Moves,Alle Farben,55,0.821,0.507,7,-7.891,0.0686,0.296,0.000754,0.174,0.66,116.959,4,Mood
3MJov5mT64K42o1Rffhblq,Never in My Wildest Dreams,Dan Auerbach,64,0.559,0.466,5,-6.769,0.0362,0.315,0.0039,0.0933,0.595,117.21,4,Mood
51KSAFcz2fbf3SiIVSkCj9,Touch,Shura,57,0.727,0.656,9,-11.594,0.227,0.593,0.000691,0.219,0.449,89.936,4,Mood
5gqcOwKXxGTth8CUfN8woT,Brave,Riley Pearce,64,0.505,0.409,4,-10.588,0.0304,0.569,0.00228,0.153,0.228,116.05,4,Mood
3ezHsjftL6BdBL0uHOMOrd,Dive,Coast Modern,69,0.682,0.948,7,-4.476,0.0438,0.0188,0.0,0.1,0.776,106.976,4,Mood
1HD1FVlD2TPaMLX76c0aMP,Colors (When I Think Of You) feat. Emree Franklin,Curt Reynolds,57,0.795,0.75,11,-10.463,0.0607,0.0682,0.895,0.174,0.565,116.001,4,Mood
63QCk4cHK1jEdCJsGqOx0D,Where Its At,Dustin Lynch,57,0.557,0.737,3,-5.75,0.0476,0.0142,0.0,0.314,0.826,158.05,4,Mood
0jVy0Y3QEtUKsrIHAZuR45,I Can Almost See You,Hammock,61,0.0964,0.46,4,-9.822,0.0352,0.78,0.814,0.0909,0.0398,87.912,1,Mood
1I9dSqB5XSdwOfn9M8zpRg,Build Me Up From Bones,Sarah Jarosz,62,0.521,0.289,5,-11.934,0.0368,0.87,0.000218,0.105,0.265,114.929,4,Mood
5JLbIJnYgI2GyBsgNoPiKg,Home,Bruno Major,64,0.479,0.446,11,-7.291,0.0377,0.825,2e-06,0.0926,0.137,130.63,4,Mood
6YKL9gCOH31W5fanjQTtqq,Close,Ryan Kinder,75,0.479,0.86,0,-4.318,0.0347,0.00566,0.0,0.168,0.759,80.018,4,Mood
1na1L8CvxXNDDQ7COhstWW,Moonbound,Anzo,61,0.611,0.848,6,-7.258,0.0321,0.0585,0.821,0.126,0.185,100.032,4,Mood
38DxIgTQS4vLT02hsd3JmZ,Janeiro - Chiller Twist Blue Line Remix,Various Artists,45,0.619,0.537,1,-10.878,0.0341,0.000392,0.652,0.0584,0.0858,98.199,4,Mood
7rUPIW0pQoshbOtysdlWX2,My Guy,Various Artists,18,0.697,0.656,10,-5.38,0.0424,0.628,2.4e-05,0.422,0.875,125.624,4,Mood
4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams - Remastered,Daryl Hall & John Oates,76,0.748,0.652,5,-6.851,0.0594,0.251,0.0598,0.0408,0.857,167.17,4,Mood
6kjHmtF2p5QRWzEWtnsX9N,Campfire - Original Mix,Various Artists,48,0.592,0.775,5,-6.513,0.0275,0.0207,0.914,0.244,0.467,123.994,4,Mood
6vBgJ1SLmpB4VMcEVy1ovL,All I Need,Joakim Lundell,71,0.698,0.833,1,-4.868,0.347,0.491,0.0,0.106,0.475,94.99,4,Mood
7lL2lMWNtzOcf5HnEudNgn,Everyday People,Various Artists,68,0.813,0.619,7,-8.203,0.0294,0.245,0.0151,0.113,0.778,114.58,4,Mood
6SkGfPa77E4giShVbk9N6R,Soon As I Get Home,Faith Evans,58,0.652,0.498,11,-6.201,0.0416,0.517,0.0,0.149,0.329,120.144,4,Mood
5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars) - feat. Bruno Mars",Snoop Dogg,79,0.715,0.655,0,-6.425,0.137,0.0525,0.0,0.115,0.557,95.078,4,Mood
7jKxEGp0zXkwbFTWHHtsdC,Fall Apart Today,Schuyler Fisk,62,0.416,0.295,10,-11.523,0.0302,0.851,0.0,0.156,0.517,108.211,3,Mood
1qwnPVOIJjAFfCc40Etb1D,Homegrown,Zac Brown Band,70,0.717,0.796,6,-3.677,0.0303,0.0189,8.9e-05,0.19,0.949,105.017,4,Mood
6nzr9B03B1g2hgRUCc2oEV,Carefully,Little People,53,0.843,0.465,11,-13.365,0.0683,0.0835,0.811,0.0875,0.662,133.37,4,Mood
3fXbUuDBRoe0PMQ3BItnAc,Unknown,Tuvaband,26,0.417,0.102,6,-16.787,0.0368,0.959,0.000275,0.891,0.0863,130.994,4,Mood
1U4yK8OAbHyFXmrggE8a8J,Maintain (feat. Renz),Wolfie,47,0.682,0.802,9,-5.766,0.0502,0.00524,0.000166,0.0745,0.128,104.956,4,Mood
3llHPPHKJ9bBYh9pg9TBbf,Waterfall,Petit Biscuit,74,0.682,0.576,7,-8.55,0.0883,0.492,0.0399,0.0933,0.215,119.015,4,Mood
5aj0xPGiEUN3aI2oOYu14S,I Dont Dance,Lee Brice,73,0.587,0.559,1,-7.742,0.0321,0.399,7e-06,0.0992,0.2,92.036,4,Mood
15P95UWBRfUDrB9Ok8AKtu,Empiezo a Caer,Mau y Ricky,57,0.733,0.36,11,-11.545,0.0431,0.347,1e-05,0.113,0.527,120.027,4,Mood
3h2qUFKBsOL4gjWngX0Hqr,The King Of All Birds,Aoife ODonovan,44,0.468,0.621,9,-7.373,0.0339,0.333,0.00473,0.115,0.27,81.433,4,Mood
0hf3E2TAapWRy5PhAjp0l8,High and dry,Jorge Drexler,58,0.598,0.245,2,-12.199,0.0332,0.931,0.00647,0.124,0.557,154.137,4,Mood
2EH2xP6p6EwoLVSXLVtXAH,Reaching,Cellophane Roses,64,0.445,0.0279,5,-21.851,0.04,0.995,0.925,0.108,0.158,72.376,4,Mood
2DkRjzvzTxzeijk0pjSNBD,Notion,Tash Sultana,13,0.352,0.414,4,-6.6,0.0254,0.391,0.00831,0.185,0.0697,60.042,4,Mood
5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson,82,0.92,0.654,11,-3.051,0.0401,0.0236,0.0158,0.0359,0.856,117.046,4,Mood
77enz5hl8RicxrbPB56VXQ,I Will Spend My Whole Life Loving You,Imaginary Future,63,0.637,0.129,11,-17.082,0.0346,0.887,0.0,0.0719,0.298,125.802,4,Mood
4eDCsyIHTSu3cQZ5wDIyP7,Get It Together,702,50,0.787,0.188,10,-11.456,0.0348,0.642,2e-06,0.0696,0.269,114.048,4,Mood
5gfWb1cH1wBH9uHOv1yL8Y,Souvenirs,Kina Grannis,51,0.4,0.0532,5,-14.531,0.0354,0.988,0.00123,0.101,0.108,112.791,4,Mood
7nPISm9kJLgZVhkIozoLZS,Steady,The Staves,66,0.433,0.629,11,-7.859,0.0365,0.619,0.0012,0.11,0.212,138.857,4,Mood
1cnUwLrXpyj3zOUlyvU8gV,If I Should Go,Select Captain,55,0.599,0.0981,9,-19.881,0.0375,0.811,0.000303,0.104,0.0612,109.061,4,Mood
5T8EDUDqKcs6OSOwEsfqG7,Dont Stop Me Now - Remastered 2011,Queen,79,0.559,0.868,5,-5.276,0.17,0.0475,0.000176,0.776,0.608,156.295,4,Mood
6eevwoPvX77TnBxwUKgY65,Zoo,Starrah,56,0.708,0.531,11,-8.242,0.0445,0.139,0.0,0.348,0.483,139.974,4,Mood
1uGXhKyK50NIXNqBKN73DS,Siren Song - Radio Edit,CamelPhat,40,0.71,0.705,7,-7.417,0.0345,0.00891,0.16,0.177,0.341,119.986,4,Mood
19TkHF0HPSjDtCIFJzE6qF,Your Song - Acoustic,Halloran & Kate,65,0.512,0.098,9,-16.191,0.0354,0.873,0.0,0.162,0.612,175.507,3,Mood
6y4nWfggb1zUigaIelmrhL,The Lighthouse,Various Artists,67,0.201,0.0597,0,-28.678,0.0358,0.506,0.863,0.112,0.0536,74.997,4,Mood
2ETiPZRX6mRybZuefNvK0k,"High Buildings, Small People - Original",The Kinetic Movement,45,0.641,0.541,0,-15.487,0.0523,0.641,0.895,0.0849,0.151,120.001,3,Mood
7kWhdmRYv8CqbWNqfojqVd,Lets Stay Together,Al Green,28,0.746,0.273,5,-16.63,0.0573,0.606,0.0168,0.0526,0.509,101.952,4,Mood
3BuMIuYew5zvhp60g2fZsU,Suzuki,Tosca,14,0.728,0.555,0,-10.697,0.0476,0.559,0.89,0.135,0.545,94.995,4,Mood
2okaCGJegLC7oK8z7OXutm,Dont You Cry For Me - Acoustic,Cobi,63,0.554,0.282,9,-8.419,0.0355,0.877,0.0,0.112,0.327,120.048,4,Mood
3BxzQaXrfoWo1lYLZjJqyD,Bruises,Lewis Capaldi,41,0.572,0.319,4,-6.206,0.0685,0.963,0.0,0.161,0.365,110.922,4,Mood
1yyXmUb99vQ1BI1ee9gkFh,Brighter Shade of Blue,Jordan DePaul,53,0.489,0.438,8,-8.748,0.0265,0.625,8e-05,0.122,0.202,84.984,4,Mood
1zOrNX2Rp00WGJzNJUfj0V,Why Dont You Come On,DJDS,73,0.693,0.674,1,-5.58,0.0626,0.0755,1e-06,0.194,0.316,128.096,4,Mood
5g6Mar687Mnu6w2RQexEzB,Que Sepan Todos,Las Hermanas García,50,0.594,0.149,7,-12.142,0.0438,0.864,0.0,0.0737,0.437,92.655,4,Mood
0mIuIBLkaRvPCz6A0mPqbM,My Little Secret,Xscape,57,0.814,0.431,8,-9.125,0.0936,0.371,0.0,0.335,0.546,129.957,4,Mood
0jqFM7E9z1PLYtPVCuFwAi,Scott Street,Phoebe Bridgers,56,0.509,0.417,10,-9.632,0.0295,0.77,0.0946,0.0887,0.482,134.956,4,Mood
1HCMR8xt0MAjeCOnRqiek7,Eternal Sleep,Phaeleh,50,0.194,0.048,2,-26.677,0.0417,0.877,0.646,0.119,0.0374,85.267,3,Mood
1RXJTpVnQC7n5yu6QS9AjX,Heatwave,Various Artists,51,0.456,0.645,5,-9.851,0.0377,0.397,0.00563,0.553,0.883,165.853,4,Mood
1xtqMjKEIriPOvTYkZE7rN,Tilikum,Benjamin Francis Leftwich,47,0.458,0.347,6,-14.41,0.0306,0.923,0.00983,0.105,0.371,129.156,4,Mood
4ioNqWWd8Ivz4bLfrn3bBN,Heartline,Craig David,79,0.758,0.779,8,-3.531,0.0433,0.326,0.0,0.178,0.78,106.966,4,Mood
1H56ffyFrFcvMEWUg3WFbM,Love Brought Weight,Old Sea Brigade,66,0.367,0.326,7,-15.605,0.0344,0.699,0.358,0.0759,0.0632,116.659,4,Mood
7uYl7xgDeAOHP98obvrJvB,Who Knew,P!nk,67,0.688,0.733,9,-4.569,0.0274,0.00462,0.0,0.0756,0.472,140.004,4,Mood
0uRlP6bHbSgBGklmaCMqG7,Yeah,Joe Nichols,68,0.414,0.843,11,-4.638,0.0531,0.00647,1.5e-05,0.194,0.596,165.713,4,Mood
2KklXplRtxMsBYo474Es0w,Be Mine,Ofenbach,83,0.779,0.666,5,-7.361,0.0482,0.194,0.000556,0.0576,0.507,123.024,4,Mood
4LjmXbo15JtdDcb1uixVsj,Three Futures,TORRES,57,0.533,0.291,7,-11.5,0.036,0.233,0.204,0.0894,0.196,120.74,4,Mood
23fR48mfaGSXCn5MM687U6,Dream,Bishop Briggs,26,0.593,0.666,9,-5.398,0.0375,0.0765,0.0,0.345,0.324,78.507,4,Mood
2Hx66vdWgA4DE0yqqktQiT,Drinking Class,Lee Brice,15,0.663,0.53,1,-9.763,0.0301,0.0886,0.0,0.154,0.262,109.003,4,Mood
4j1qgmRVqhFANilbZ70bft,Sudden Love (Acoustic),The Woodlands,27,0.719,0.325,0,-12.222,0.0355,0.847,0.0,0.125,0.281,130.534,4,Mood
0HvGHAVcf8dI4KRSBmylit,La Luna,Jósean Log,12,0.815,0.309,7,-9.952,0.0435,0.327,0.000117,0.17,0.707,174.064,4,Mood
13kY1AuiJz5CoeFVRSxWia,Gold Angel - Savoir Adore Remix,Minke,57,0.841,0.594,5,-8.456,0.106,0.145,0.244,0.0843,0.733,97.999,4,Mood
1JO1xLtVc8mWhIoE3YaCL0,Happy Together,The Turtles,75,0.584,0.367,6,-9.638,0.0328,0.55,1.4e-05,0.0818,0.578,120.175,4,Mood
2IQB5iBapo0Y37Yc0PtIZc,Contact,Lulleaux,73,0.651,0.76,7,-3.377,0.054,0.351,0.0,0.151,0.708,96.204,4,Mood
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,82,0.692,0.711,0,-7.498,0.0317,0.227,0.0,0.12,0.866,125.135,4,Mood
5ARuoJ6sMbMRvvGU9Ft18z,Dont It,Billy Currington,26,0.577,0.805,1,-5.293,0.0369,0.0452,0.0,0.334,0.674,90.97,4,Mood
1S1u0ausWGi2msWnuQgTCY,It Goes Like This,Thomas Rhett,66,0.54,0.836,11,-5.914,0.0627,0.111,0.0,0.0874,0.561,167.957,4,Mood
1RNZLo1oCpUsdZ14BoSv4I,Get to You,Michael Ray,68,0.486,0.565,3,-5.655,0.0326,0.334,0.00041,0.105,0.22,167.938,4,Mood
36FhPJBFeH7yPMfV9LcZGv,En Mi Guitarra,Alex Cuba,43,0.7,0.213,7,-11.375,0.0433,0.862,0.0,0.108,0.75,92.956,4,Mood
2i5G6S8wSEB5MlRSIaNGPK,For You And Me,Figaro Castello,55,0.694,0.0101,5,-22.935,0.0537,0.99,0.966,0.11,0.173,80.025,4,Mood
2RmH5VLkfdILc6wTK1LWkH,Heavy,Birdtalker,66,0.614,0.549,5,-6.986,0.0516,0.286,3e-06,0.142,0.255,77.926,4,Mood
7l9joJ1CFiSZukme7ek79a,Split Stones,Maggie Rogers,63,0.712,0.677,7,-7.372,0.0547,0.141,0.0,0.0834,0.307,135.554,4,Mood
6E9V9TRlVOLjenGjHemzEH,Hard To Love,Lee Brice,73,0.638,0.722,9,-6.177,0.0332,0.0119,0.00808,0.189,0.483,103.017,4,Mood
3IwIXMsaoHRlDD2tojBPN7,Fux With the Boy,Young & Divine,56,0.752,0.363,0,-8.689,0.0476,0.726,0.0,0.109,0.847,170.025,4,Mood
454MmHdQHKlyeqCrFKPQrp,Hace una hora,Juan Pablo Vega,13,0.291,0.484,1,-10.44,0.0341,0.737,0.0242,0.0871,0.257,78.803,4,Mood
5es8rVnIOOHzZ2FsFQBftF,La vida entera,Jorge Drexler,57,0.794,0.799,4,-8.721,0.0406,0.831,0.0277,0.269,0.879,104.006,4,Mood
6JAXWoK53LV3hYARf4TzzP,Symphony - Acoustic,Thomas Daniel,69,0.359,0.208,7,-10.567,0.036,0.943,0.0,0.0931,0.104,83.155,3,Mood
1bp8Guwv6wcMk3zWahoWRz,All I Need,Tim Halperin,50,0.611,0.473,2,-8.9,0.0282,0.589,0.000151,0.122,0.133,115.978,4,Mood
02KvCQavZNanblSm3FJt6D,Introspective,Various Artists,57,0.356,0.0199,6,-26.752,0.0645,0.994,0.956,0.155,0.325,79.547,4,Mood
19y5sbhPCWJAOGcgKmKyCA,My Oh My,Leonard Cohen,47,0.739,0.311,7,-12.549,0.0318,0.382,0.43,0.141,0.168,130.077,4,Mood
4c2W3VKsOFoIg2SFaO6DY5,Your Song,Rita Ora,92,0.855,0.624,1,-4.093,0.0488,0.158,0.0,0.0513,0.962,117.959,4,Mood
1ROBixGgXrYlcCcrBfxAoy,4ware,deadmau5,65,0.738,0.711,8,-9.037,0.0442,0.287,0.866,0.11,0.648,127.992,5,Mood
7GdB52BnIq7nL9syWYoMrk,Orbits,Phaeleh,49,0.0927,0.0772,10,-23.022,0.0448,0.937,0.937,0.0842,0.0384,71.756,4,Mood
74PJjhPiA4XdhYrIlIaV1I,Fare Thee Well (Dinks Song),Inside Llewyn Davis,6,0.495,0.434,2,-8.079,0.0313,0.897,0.000393,0.109,0.232,82.16,4,Mood
0LNDcXJrEpgDgPmodWFGAd,The One,Stupead,37,0.742,0.774,6,-6.091,0.378,0.148,0.00011,0.104,0.568,117.002,4,Mood
